edad	sexo	estudios	neuroticism	extraversion	openness	agreeableness	conscientiousness	impulsiveness	sensation	nicotineD	nicotineY	coc
-.07854	.48246	-.05921	1.37297	-.69509	-1.27553	.43852	-.65253	-.21712	-.84637	0	1	"never"
1.09449	-.48246	1.16365	-.92104	-.30033	-1.11902	.59042	1.63088	-.21712	-.52593	0	0	"never"
1.09449	.48246	1.98437	-2.42317	.16767	-.31776	2.03972	1.81175	-.71126	-1.18084	0	0	"never"
1.09449	.48246	-.05921	1.13281	.32197	-.17779	.94156	1.13407	-.71126	-.21575	0	1	"never"
1.09449	-.48246	.45468	-.46725	.16767	-.31776	-.45321	1.46191	.19268	-.84637	0	0	"never"
.49788	.48246	.45468	.62967	-.94779	-.71727	-.15487	.7583	-1.37983	-1.54858	0	0	"never"
-.95197	.48246	1.16365	-1.43907	.96248	-.58331	2.23427	2.04506	-.71126	-.21575	1	0	"never"
1.09449	.48246	1.98437	-.79151	.16767	.29338	-.01729	.93949	-1.37983	-2.07848	1	0	"decade"
-.07854	-.48246	-.05921	1.37297	-.69509	-.71727	-.91699	-.27607	-1.37983	-.84637	0	1	"never"
.49788	.48246	1.16365	-1.1943	1.74091	1.06238	1.2861	.7583	.19268	.40148	1	0	"never"
-.95197	.48246	-.61113	-.46725	.63779	-.31776	.76096	.93949	-.71126	-.21575	0	0	"never"
.49788	-.48246	1.98437	.04257	.00332	.88309	-2.70172	-.27607	-.71126	.07987	0	1	"decade"
2.59171	-.48246	1.98437	.52135	-.15487	-.45174	-1.47955	1.81175	-.71126	-1.54858	0	0	"never"
2.59171	-.48246	-.05921	-1.05308	-.30033	.29338	.43852	.7583	-.21712	-.52593	0	0	"never"
1.09449	.48246	-.05921	-.46725	.96248	2.15324	-.91699	-.00665	1.86203	1.2247	0	0	"never"
1.82213	-.48246	.45468	-.67825	-.43999	.7233	-.01729	-.14277	1.86203	.07987	0	1	"never"
1.09449	-.48246	1.16365	-.92104	.80523	-.31776	.94156	.25953	-1.37983	-1.54858	0	0	"never"
1.82213	.48246	-2.43591	-1.05308	.00332	-.01928	1.61108	1.13407	-.71126	-1.54858	1	0	"never"
-.95197	.48246	.45468	-.46725	.16767	-.01928	.59042	.58489	-1.37983	-1.18084	0	0	"never"
.49788	.48246	.45468	-.24649	.00332	-.45174	-.01729	-.00665	-.71126	-2.07848	0	0	"never"
1.82213	-.48246	.45468	-1.1943	-.15487	-.17779	.28783	.7583	-.21712	.07987	1	0	"never"
.49788	-.48246	-.05921	-.92104	1.45421	-1.27553	-.45321	-.00665	-.21712	.07987	0	0	"never"
1.09449	.48246	1.16365	-1.05308	1.74091	.58331	.43852	2.04506	-.21712	-.52593	1	0	"never"
.49788	.48246	1.16365	-.92104	.16767	-.84732	-.76096	.12331	-1.37983	-2.07848	0	0	"never"
1.09449	.48246	1.16365	-2.3436	2.127	1.65653	.76096	.7583	.88113	.40148	0	0	"never"
1.09449	.48246	1.16365	.73545	-.69509	.44585	.28783	-1.38502	-.71126	.7654	1	0	"never"
1.82213	-.48246	1.98437	-1.05308	.00332	-.01928	.28783	-.00665	.52975	-.84637	1	0	"never"
-.07854	.48246	.45468	.22393	.16767	-1.11902	.28783	.25953	-.71126	-.21575	0	1	"year"
.49788	-.48246	1.16365	.22393	.96248	.14143	-.91699	.58489	-.21712	.7654	0	1	"decade"
.49788	.48246	1.16365	.41667	-.43999	.14143	.43852	1.63088	-1.37983	-.21575	1	0	"decade"
1.82213	-.48246	1.98437	-.92104	.47617	-.58331	-.30172	-.52745	-.21712	-.52593	1	0	"never"
-.07854	-.48246	-.61113	-1.05308	1.45421	1.06238	.76096	-.14277	.52975	.07987	0	1	"year"
1.09449	.48246	.45468	-.24649	-.43999	-.31776	.76096	-.00665	-.71126	-.52593	0	0	"never"
1.09449	-.48246	1.16365	-1.32828	.80523	.29338	.43852	.41594	.19268	-.52593	1	0	"never"
1.82213	-.48246	1.16365	-.05188	.16767	.7233	-.01729	-.89891	-.71126	-.84637	1	0	"never"
1.09449	.48246	-.61113	.04257	-.30033	-2.21069	-.15487	-.14277	-.71126	-.84637	0	0	"never"
1.09449	.48246	1.16365	-.05188	.00332	.14143	.94156	.93949	.19268	.40148	0	0	"decade"
1.09449	-.48246	.45468	-.92104	1.58487	.14143	-.30172	.7583	.19268	.40148	0	0	"never"
.49788	-.48246	-.05921	-1.1943	-.80615	.7233	-.45321	.25953	1.29221	-.21575	0	1	"decade"
.49788	-.48246	.45468	-.92104	1.2861	-.71727	-.30172	.25953	-1.37983	-.21575	0	1	"never"
1.09449	.48246	.45468	.22393	-1.37639	-.17779	-1.34289	-.14277	-1.37983	-2.07848	0	0	"never"
1.09449	-.48246	1.16365	.31287	.32197	-.45174	.43852	-.89891	-.21712	-.21575	0	0	"never"
-.07854	-.48246	-.61113	.62967	.32197	-.71727	-.30172	-.00665	-.21712	-1.54858	0	1	"never"
-.07854	.48246	1.16365	-2.05048	.63779	-.71727	1.61108	1.13407	-1.37983	-1.18084	0	1	"never"
.49788	.48246	-.05921	-.92104	.96248	-.84732	1.45039	.93949	-1.37983	-1.54858	0	0	"never"
.49788	.48246	-.61113	.62967	-1.09207	.44585	-.76096	-.40581	-1.37983	-.52593	0	1	"never"
1.09449	.48246	-.05921	-.05188	-.15487	-.58331	-.60633	.41594	-.71126	-.52593	0	0	"never"
-.07854	.48246	-.05921	1.13281	.00332	-.17779	-.76096	-.40581	.19268	-.21575	0	1	"never"
-.95197	.48246	-1.43719	-.34799	.47617	-.17779	-.60633	-.14277	-.71126	-.84637	0	0	"never"
.49788	-.48246	-.05921	1.37297	-.43999	.14143	-.01729	-.00665	-.71126	-.52593	1	0	"never"
2.59171	.48246	-1.7379	.82562	-.80615	.14143	-.15487	1.13407	-.21712	-.52593	0	0	"never"
.49788	.48246	.45468	.13606	-.30033	-1.42424	1.61108	.41594	-.21712	-1.54858	0	0	"never"
.49788	.48246	-.05921	.82562	-.94779	-.17779	.43852	.58489	-.71126	-.84637	0	0	"never"
-.07854	.48246	-.61113	-.24649	-.43999	-1.55521	.13136	.58489	-1.37983	-1.54858	0	1	"never"
.49788	.48246	1.98437	.52135	-.43999	-.71727	.59042	.93949	-.71126	-.84637	1	0	"never"
1.82213	.48246	-.05921	-.14882	.63779	-.01928	-.76096	-.40581	-.21712	.07987	1	0	"never"
1.09449	.48246	.45468	-.34799	.00332	-1.27553	-.15487	.93949	-.21712	-1.18084	0	0	"never"
1.09449	.48246	.45468	-1.05308	-2.32338	-1.27553	1.61108	.12331	-.71126	-1.54858	0	0	"decade"
.49788	-.48246	1.16365	.22393	-1.23177	-.84732	-1.07533	.7583	-1.37983	-.84637	1	0	"never"
1.09449	-.48246	1.16365	-.46725	-.57545	-.71727	1.11406	.7583	-.71126	-.52593	0	0	"never"
.49788	.48246	-1.22751	-1.69163	.80523	-.17779	-.01729	1.63088	.19268	.07987	0	0	"never"
.49788	-.48246	1.16365	-.79151	.16767	-.17779	.59042	.41594	-1.37983	-2.07848	0	0	"never"
1.09449	.48246	.45468	-1.32828	-.15487	-.84732	.13136	.58489	-1.37983	-1.54858	0	1	"never"
-.95197	.48246	-1.7379	1.13281	-.57545	-1.97495	-.30172	-.14277	1.86203	.7654	1	0	"decade"
1.09449	.48246	1.16365	-.34799	.00332	-.45174	.28783	.12331	-1.37983	-.52593	0	0	"never"
-.07854	.48246	1.16365	.04257	1.74091	.29338	.59042	1.30612	.19268	-.52593	0	1	"decade"
-.95197	.48246	-1.22751	-.58016	.16767	-.71727	.13136	-.14277	-.71126	-1.18084	0	1	"never"
1.09449	.48246	1.98437	-.79151	.80523	.58331	-.01729	.41594	-.71126	-.52593	1	0	"never"
1.82213	.48246	.45468	-.46725	.80523	1.06238	-.45321	-.78155	1.86203	.40148	0	1	"decade"
.49788	-.48246	.45468	-.79151	1.93886	-.97631	-.01729	1.13407	-.71126	-.52593	0	1	"never"
-.07854	.48246	-.05921	.04257	.00332	-.71727	.28783	.93949	-1.37983	-1.18084	0	0	"never"
1.09449	.48246	-1.7379	.31287	-.30033	-1.27553	-.15487	.58489	.88113	.40148	0	0	"never"
1.09449	.48246	.45468	.73545	-.30033	-.58331	-1.07533	-.14277	-1.37983	-1.18084	0	0	"never"
.49788	.48246	-.61113	.52135	-.30033	-.97631	1.81866	1.63088	-1.37983	-2.07848	0	0	"never"
-.95197	.48246	.45468	-.79151	.47617	.44585	.94156	.12331	-.21712	.40148	1	0	"never"
1.09449	-.48246	-1.43719	.91093	-1.09207	-1.68062	.28783	-.78155	-.71126	.07987	1	0	"decade"
-.07854	.48246	1.98437	.22393	.00332	1.43533	-.91699	.93949	.19268	-.52593	0	0	"never"
.49788	.48246	-.05921	-.79151	1.2861	-.17779	.94156	2.33337	.19268	-.52593	0	0	"never"
.49788	-.48246	-1.22751	-.58016	-1.6334	-1.97495	.94156	.41594	.52975	.07987	0	1	"never"
1.09449	-.48246	1.16365	-1.86962	1.58487	-.01928	1.61108	1.30612	-1.37983	-.84637	1	0	"never"
-.07854	.48246	-.05921	.22393	-.30033	-1.27553	1.11406	-.52745	-1.37983	-2.07848	0	1	"never"
1.09449	-.48246	-.05921	-.34799	.47617	-.97631	.43852	-.14277	.52975	-.21575	1	0	"never"
1.09449	.48246	-.05921	-1.05308	.47617	-.71727	.76096	.7583	-.21712	-.21575	0	0	"never"
.49788	-.48246	-2.43591	-.24649	-.43999	-.97631	-.45321	.58489	-1.37983	-.84637	0	1	"year"
1.82213	.48246	-1.22751	-.46725	-.43999	-1.55521	.94156	.7583	-1.37983	-1.54858	0	1	"never"
-.95197	.48246	-.61113	2.82196	-1.92173	-.84732	.43852	-1.78169	.19268	-.52593	0	1	"year"
2.59171	-.48246	-.61113	-1.32828	-.43999	-.97631	.13136	.12331	1.29221	-.21575	1	0	"never"
2.59171	.48246	-1.7379	-.14882	-.15487	-1.42424	-1.34289	-.00665	-.21712	.7654	0	1	"never"
-.07854	.48246	1.16365	.41667	-.57545	.58331	.43852	-1.0145	1.86203	.7654	0	1	"never"
1.09449	.48246	1.16365	.62967	.16767	-.17779	-.01729	1.30612	-.21712	-.84637	0	1	"never"
1.09449	.48246	-.05921	-.58016	.32197	1.06238	-1.772	.41594	1.86203	.40148	0	1	"year"
.49788	-.48246	1.98437	-1.86962	1.2861	.29338	.76096	1.46191	-.21712	.40148	0	0	"never"
1.09449	.48246	-.05921	-.14882	-.30033	-.58331	.94156	.7583	-1.37983	-.21575	0	0	"never"
.49788	.48246	1.16365	-.46725	1.11406	.88309	.28783	.41594	-2.55524	-.21575	0	1	"decade"
1.82213	.48246	-.05921	-1.69163	.96248	-.31776	.94156	1.81175	-2.55524	-1.54858	0	0	"never"
1.82213	.48246	-.05921	.62967	.00332	-.01928	-.15487	.58489	.19268	-.52593	0	1	"never"
-.95197	.48246	-2.43591	.22393	-.15487	-.01928	-.15487	-.40581	.88113	-.84637	0	1	"year"
.49788	.48246	1.16365	-1.86962	.16767	1.43533	1.81866	1.13407	-.71126	-.84637	0	1	"decade"
.49788	.48246	.45468	.04257	.47617	-.17779	.94156	.25953	.19268	-.21575	0	1	"decade"
1.09449	.48246	.45468	-.14882	1.74091	1.65653	2.46262	.25953	1.86203	1.2247	0	1	"never"
1.09449	-.48246	1.16365	-.92104	.80523	-.01928	-.01729	.41594	-1.37983	-1.54858	0	0	"decade"
1.09449	-.48246	-.05921	-.58016	.32197	-.45174	-.15487	.25953	-.21712	-1.18084	0	0	"never"
1.09449	-.48246	.45468	.52135	-.69509	-.58331	.13136	-.14277	-.21712	.40148	0	1	"decade"
.49788	.48246	-.61113	1.02119	-.57545	.88309	1.2861	-.65253	.88113	-.21575	0	1	"decade"
.49788	-.48246	-.05921	.41667	.16767	-.01928	-.45321	-.52745	-.21712	.40148	1	0	"decade"
1.09449	-.48246	.45468	-.14882	-.69509	.44585	.76096	-1.38502	.19268	-.21575	1	0	"decade"
-.07854	-.48246	-1.7379	-.46725	.00332	-.17779	-.60633	.41594	.52975	-.84637	1	0	"decade"
.49788	-.48246	-.05921	.22393	-.15487	-.01928	.28783	-.27607	-.71126	.40148	0	1	"decade"
-.07854	-.48246	-2.43591	.62967	.00332	1.24033	1.81866	.93949	1.86203	1.92173	0	1	"decade"
1.09449	-.48246	.45468	-1.1943	-.15487	-1.27553	1.45039	.41594	-.71126	.07987	1	0	"never"
.49788	-.48246	-1.7379	2.46262	-1.23177	-.97631	-1.772	-1.64101	1.86203	1.92173	0	1	"year"
.49788	-.48246	-.61113	.41667	-.80615	.88309	.13136	-.40581	.52975	-.21575	1	0	"decade"
-.07854	.48246	-.61113	-.58016	1.58487	.58331	.13136	.41594	1.29221	1.92173	0	1	"decade"
1.09449	.48246	.45468	.52135	.80523	-.01928	.13136	-.14277	-.21712	.07987	1	0	"decade"
.49788	.48246	-.05921	.62967	.63779	1.06238	.94156	1.30612	.88113	.40148	0	1	"year"
1.09449	-.48246	.45468	.41667	.32197	-.17779	.59042	.41594	-.71126	-.52593	0	1	"decade"
1.09449	.48246	-.05921	1.23461	-.15487	-1.27553	.76096	.41594	-1.37983	-2.07848	0	0	"never"
.49788	.48246	1.98437	.41667	-.15487	.14143	-.01729	-.52745	-.21712	-.21575	1	0	"never"
1.09449	-.48246	-.05921	-.14882	.00332	-.58331	-.45321	-1.25773	-1.37983	-1.54858	1	0	"never"
.49788	.48246	.45468	-1.05308	.47617	-.17779	-.15487	.58489	-1.37983	-1.18084	0	0	"never"
1.09449	.48246	.45468	-1.1943	.47617	.29338	.43852	.25953	.19268	-.21575	1	0	"never"
-.07854	-.48246	-.05921	-.05188	-.94779	-1.68062	.13136	.7583	-.21712	-.84637	0	1	"decade"
-.07854	.48246	.45468	1.23461	.32197	.29338	.76096	-.65253	.19268	-.21575	0	1	"decade"
-.95197	-.48246	-1.22751	.22393	.32197	.14143	-.91699	-.27607	-.71126	.07987	0	1	"never"
.49788	.48246	.45468	1.02119	2.32338	1.65653	-1.34289	.41594	1.29221	1.92173	0	1	"decade"
-.95197	.48246	-.61113	.91093	.96248	-1.11902	.59042	.25953	-.21712	.40148	0	1	"year"
1.09449	-.48246	.45468	-.34799	-1.7625	.7233	-.91699	.12331	-.21712	-.52593	0	0	"decade"
1.82213	.48246	1.16365	-.24649	1.2861	.88309	1.61108	1.13407	-.71126	-1.18084	0	0	"never"
2.59171	-.48246	-.05921	.13606	.16767	.29338	-1.34289	1.46191	-1.37983	-.84637	0	0	"never"
1.09449	.48246	1.16365	-.92104	.00332	-.71727	.13136	.93949	-.71126	.40148	1	0	"decade"
-.07854	.48246	.45468	-.46725	-.57545	-1.68062	.43852	-.52745	-.71126	-1.18084	0	0	"never"
-.07854	-.48246	1.16365	.82562	-.94779	.58331	.59042	.7583	.52975	-.21575	0	0	"never"
1.09449	.48246	-.05921	.82562	-.43999	.7233	-.01729	.25953	-.21712	-.21575	1	0	"never"
.49788	-.48246	.45468	-.46725	1.11406	-.31776	-.60633	.12331	.19268	.7654	1	0	"decade"
.49788	-.48246	-1.7379	-.34799	-.57545	-1.11902	-.91699	-.78155	1.29221	-.52593	0	1	"decade"
.49788	.48246	1.16365	-.79151	.16767	-.17779	-.30172	.7583	.19268	.40148	1	0	"never"
1.09449	.48246	.45468	.13606	-.30033	-.45174	1.11406	.7583	-2.55524	-.52593	0	0	"never"
1.09449	.48246	.45468	-.24649	.16767	-.97631	.76096	.58489	.19268	-1.54858	0	0	"never"
-.07854	-.48246	-.05921	-.58016	-.43999	-2.39883	.13136	-.40581	-.71126	-.21575	0	1	"decade"
1.09449	-.48246	-1.22751	-2.05048	.47617	-1.11902	1.61108	.58489	-.71126	-.52593	0	0	"never"
-.07854	-.48246	.45468	-1.32828	.32197	-.58331	-1.34289	2.04506	-.71126	.07987	0	0	"never"
.49788	-.48246	-.05921	.13606	-.30033	.14143	-.15487	-.27607	-.21712	-.84637	0	1	"never"
-.07854	-.48246	1.98437	-.58016	.32197	-.17779	.13136	.58489	-1.37983	-1.54858	0	1	"never"
.49788	.48246	-.61113	-.67825	-.43999	.29338	.13136	-.00665	.19268	-.84637	0	1	"decade"
-.07854	.48246	.45468	.62967	.00332	.14143	.28783	.12331	-.71126	-.52593	0	0	"never"
.49788	.48246	-1.43719	-.46725	.32197	-.58331	-.01729	1.13407	-.71126	-1.18084	0	0	"never"
-.07854	.48246	-.05921	-.79151	-.15487	-2.21069	-.60633	1.46191	-1.37983	-2.07848	0	0	"decade"
-.07854	-.48246	-.05921	-1.43907	.63779	-.17779	-.76096	1.81175	.52975	.40148	0	1	"decade"
.49788	-.48246	.45468	.22393	1.2861	-.45174	-1.47955	-.78155	1.86203	1.2247	0	1	"year"
.49788	.48246	.45468	-1.86962	.63779	-.97631	-.30172	.58489	-.21712	-.52593	1	0	"never"
1.09449	-.48246	-.05921	.13606	.47617	-.84732	-1.47955	.41594	1.29221	1.2247	0	1	"never"
-.07854	.48246	1.16365	-.79151	.32197	.29338	-1.34289	.93949	.88113	-.52593	0	1	"never"
1.09449	-.48246	1.16365	-.92104	1.2861	1.43533	.94156	.58489	-.71126	-1.18084	0	1	"decade"
-.07854	.48246	-1.22751	-.14882	-.15487	-1.97495	.59042	.7583	-.71126	-.84637	1	0	"never"
1.09449	-.48246	-1.7379	.13606	-1.09207	-.45174	-1.6209	-.65253	1.86203	1.2247	0	1	"decade"
-.95197	-.48246	-.61113	-.92104	-.69509	-.31776	-.60633	-1.25773	.52975	.40148	0	0	"never"
-.95197	-.48246	.45468	-1.43907	.63779	-.31776	-.76096	-.40581	-1.37983	-.52593	0	1	"never"
1.09449	-.48246	-1.43719	.91093	-.15487	-.17779	-.15487	.25953	.88113	.07987	0	1	"decade"
-.95197	.48246	-2.43591	.13606	1.58487	1.88511	1.2861	-.00665	1.29221	.7654	0	1	"never"
1.09449	.48246	.45468	1.8399	-.94779	1.65653	-.01729	-.40581	.19268	.40148	0	1	"decade"
.49788	-.48246	-1.43719	1.37297	-.15487	-.31776	-.30172	-.65253	-.21712	.07987	0	1	"decade"
-.07854	-.48246	.45468	-.67825	.16767	.58331	.13136	-.27607	.19268	-1.54858	0	1	"decade"
.49788	.48246	-.05921	-1.55078	.80523	.7233	.28783	.58489	-.21712	.40148	0	1	"decade"
1.09449	-.48246	-1.22751	1.02119	-1.37639	.44585	.94156	-1.38502	.88113	.40148	1	0	"decade"
.49788	.48246	-.61113	-.46725	-1.50796	.29338	.13136	-1.64101	-.21712	-.84637	1	0	"decade"
-.07854	.48246	.45468	.13606	1.11406	-.97631	.43852	-.27607	-.71126	-.52593	1	0	"decade"
.49788	-.48246	-.61113	.04257	-.15487	.7233	.13136	-.40581	-.21712	-.21575	0	1	"year"
.49788	.48246	-.61113	-1.86962	.32197	-1.11902	-.15487	-.65253	.19268	-.21575	1	0	"never"
-.95197	-.48246	-1.22751	-.58016	-1.09207	-.58331	-2.07848	2.63199	-.21712	.7654	0	1	"year"
-.95197	-.48246	-.61113	-.05188	-.69509	.29338	-2.21844	-1.25773	.19268	.7654	0	1	"year"
-.07854	-.48246	-.61113	-.79151	.96248	.14143	-1.07533	-.65253	1.29221	1.92173	1	0	"decade"
-.07854	.48246	1.98437	.31287	.00332	1.06238	-.45321	.41594	-.21712	-.21575	0	0	"never"
-.07854	-.48246	.45468	.62967	.16767	-.17779	-.30172	.12331	.19268	-.52593	0	0	"never"
-.95197	-.48246	-1.22751	.31287	.80523	-.01928	-.91699	1.13407	.52975	.7654	0	1	"never"
-.07854	-.48246	-.61113	.31287	-1.7625	-1.42424	-.30172	-.40581	.52975	-.84637	0	1	"never"
.49788	-.48246	-.05921	-.79151	-.15487	-.01928	1.81866	-.65253	-.21712	-1.18084	0	1	"decade"
.49788	.48246	.45468	-1.05308	.80523	-.71727	1.2861	.93949	-.21712	-.84637	1	0	"never"
1.09449	.48246	1.98437	.52135	.00332	1.65653	.94156	-.00665	1.29221	.40148	1	0	"decade"
.49788	-.48246	.45468	-.34799	-.30033	.14143	-.30172	-1.64101	-.21712	-.84637	0	1	"decade"
1.09449	-.48246	-1.7379	.22393	.00332	-.31776	-.15487	-.00665	.52975	-.21575	1	0	"never"
.49788	-.48246	.45468	.62967	-.80615	-.17779	-1.34289	-.14277	.88113	.07987	0	0	"year"
-.07854	.48246	-1.22751	-.92104	-.15487	-2.09015	.28783	.7583	-1.37983	-1.54858	1	0	"never"
-.07854	-.48246	-2.43591	.22393	-.94779	-1.42424	-.76096	-.27607	-.21712	-.21575	0	1	"never"
-.07854	.48246	-1.22751	.04257	.32197	-.97631	.94156	-1.0145	.19268	-.21575	0	1	"decade"
-.07854	-.48246	.45468	-.24649	-.30033	-1.68062	.28783	.12331	-.71126	-1.18084	0	0	"never"
1.09449	.48246	-1.7379	.22393	1.93886	-1.11902	1.2861	-.14277	1.86203	.7654	0	1	"never"
-.95197	.48246	.45468	-.14882	.96248	-1.55521	2.23427	1.63088	-.21712	-.52593	0	0	"never"
-.07854	.48246	.45468	.04257	.47617	-1.11902	.59042	1.81175	-.71126	-.52593	0	0	"never"
1.82213	-.48246	-.61113	-.67825	-.30033	1.06238	1.81866	.7583	-1.37983	-1.18084	0	0	"decade"
1.09449	-.48246	-1.7379	-1.43907	.47617	.29338	-.91699	.41594	.52975	.40148	1	0	"year"
-.07854	.48246	.45468	2.82196	-.43999	-.84732	-1.772	-2.04506	.88113	.07987	0	1	"decade"
-.95197	.48246	-.61113	1.37297	-.30033	.29338	-.15487	-1.78169	.19268	-.21575	0	1	"never"
.49788	.48246	.45468	-.46725	.47617	-.58331	.76096	1.81175	-.21712	-.52593	1	0	"decade"
-.95197	.48246	-.61113	-.67825	1.45421	-2.09015	-.01729	.58489	.52975	.07987	0	0	"never"
-.07854	.48246	1.16365	-.92104	.00332	.29338	-.15487	-.00665	.19268	.07987	0	1	"year"
.49788	-.48246	-1.7379	.41667	.63779	-.71727	-.76096	-.27607	-.21712	-.21575	0	1	"never"
1.09449	.48246	-.05921	-.46725	.80523	.58331	.13136	.7583	-2.55524	-.84637	0	0	"never"
1.09449	.48246	.45468	1.02119	-.94779	-.58331	-.91699	.41594	-.21712	-1.54858	0	1	"never"
-.07854	.48246	.45468	.22393	-1.09207	.44585	2.75696	-.65253	-.71126	.40148	0	1	"decade"
-.07854	-.48246	1.16365	.04257	-.15487	-.84732	-.76096	-1.13788	1.29221	.07987	0	1	"decade"
-.95197	.48246	-.61113	1.13281	1.45421	1.06238	-1.772	-.89891	1.29221	1.2247	0	1	"never"
-.95197	-.48246	.45468	-.34799	.63779	.44585	-.30172	.7583	-.21712	.07987	0	0	"year"
-.95197	.48246	.45468	.73545	-.15487	-.84732	.59042	-1.0145	.52975	.07987	0	1	"decade"
-.95197	.48246	1.16365	-1.1943	.80523	-.84732	-.15487	.7583	.19268	-.52593	1	0	"never"
.49788	.48246	.45468	-.14882	-.15487	.14143	.13136	.93949	-1.37983	.07987	0	1	"decade"
-.07854	-.48246	.45468	1.23461	-1.7625	-.31776	.13136	.41594	-1.37983	-.21575	1	0	"never"
1.09449	-.48246	1.98437	-.14882	-.57545	.88309	-.76096	-.27607	1.86203	.7654	0	1	"year"
-.95197	.48246	.45468	.82562	-.80615	.7233	-.76096	-2.57309	.88113	-.21575	0	1	"never"
.49788	-.48246	.45468	1.60383	-.43999	.29338	-2.21844	-.65253	.88113	.40148	0	1	"year"
.49788	.48246	1.16365	-.46725	-.57545	.14143	.59042	.7583	-1.37983	-2.07848	0	0	"never"
-.95197	.48246	.45468	.62967	.00332	.14143	.59042	.12331	-.21712	.07987	0	1	"decade"
-.07854	-.48246	1.16365	.91093	1.2861	1.88511	-2.5383	-.40581	.52975	.07987	0	1	"decade"
-.95197	.48246	.45468	1.23461	-1.37639	1.24033	-1.772	.25953	.88113	.07987	0	1	"year"
-.95197	-.48246	-.61113	1.49158	-1.37639	-2.63199	1.81866	-1.25773	.52975	-1.18084	0	0	"never"
.49788	-.48246	-.61113	.82562	.47617	1.43533	.13136	-2.30408	1.29221	1.2247	0	1	"decade"
1.09449	-.48246	-1.22751	1.02119	-.94779	-.58331	1.45039	-1.25773	-.21712	.40148	0	1	"decade"
-.95197	.48246	.45468	.31287	-.80615	1.06238	.76096	.93949	.19268	-.21575	0	1	"never"
-.95197	.48246	1.16365	1.37297	-1.09207	-.01928	-.45321	-.40581	1.29221	.7654	0	1	"never"
-.95197	.48246	.45468	.31287	.63779	1.06238	1.11406	-.27607	-.71126	.7654	0	1	"never"
1.09449	-.48246	.45468	.22393	.00332	1.24033	-.01729	1.46191	-.21712	-.21575	1	0	"decade"
.49788	-.48246	.45468	-.05188	.16767	-.71727	-.30172	.12331	-1.37983	-1.18084	0	0	"never"
-.07854	-.48246	.45468	-1.1943	1.74091	1.43533	.76096	-.00665	.88113	1.2247	0	1	"year"
1.09449	.48246	-1.7379	2.82196	-1.6334	-1.42424	1.61108	-2.04506	-.21712	.07987	0	1	"decade"
-.95197	.48246	.45468	.13606	.80523	.29338	-.15487	.7583	-.71126	-.84637	0	0	"never"
-.95197	-.48246	1.16365	-.92104	2.57309	1.06238	1.11406	2.33337	-.21712	.40148	0	1	"decade"
-.95197	.48246	-2.43591	.31287	.00332	-.17779	1.2861	-.00665	.19268	-.21575	0	1	"decade"
.49788	.48246	-.61113	1.37297	.00332	-.45174	-.76096	-.52745	.88113	-.21575	0	1	"decade"
1.82213	.48246	.45468	-.24649	.96248	.14143	-.15487	.41594	-1.37983	-2.07848	0	0	"never"
1.09449	.48246	.45468	-1.1943	.96248	-.45174	.76096	.93949	-.71126	-.84637	1	0	"decade"
.49788	-.48246	.45468	1.72012	-.94779	.58331	-1.772	-.40581	.19268	-.84637	0	1	"never"
.49788	.48246	-.05921	1.49158	-.69509	-.71727	-1.21213	-1.25773	1.29221	.7654	0	1	"year"
-.07854	.48246	.45468	.41667	.80523	-.31776	.94156	.58489	-.21712	.07987	1	0	"never"
-.07854	.48246	1.16365	.41667	-.43999	1.43533	1.45039	.25953	.19268	.40148	0	1	"never"
-.95197	-.48246	-.61113	1.13281	-.80615	-.17779	-1.34289	-.65253	-1.37983	-.84637	0	1	"year"
.49788	.48246	.45468	1.02119	.16767	.29338	-.15487	.58489	.19268	.40148	0	1	"decade"
.49788	-.48246	-.61113	-.67825	-.15487	.29338	.13136	1.63088	-.71126	-.21575	0	1	"decade"
-.07854	.48246	.45468	1.23461	.47617	1.43533	.28783	.93949	.19268	-.84637	0	1	"never"
.49788	.48246	-1.7379	-.58016	.96248	-.58331	.76096	-.27607	-1.37983	-1.18084	0	1	"decade"
1.09449	.48246	-1.7379	-.46725	.32197	-1.55521	1.11406	-.78155	-1.37983	-.84637	0	1	"never"
-.07854	-.48246	-1.22751	1.49158	-1.6334	1.06238	-.76096	-1.38502	-.71126	-1.18084	0	1	"never"
.49788	.48246	-1.22751	1.8399	-1.7625	1.24033	-1.07533	.25953	.19268	-.52593	0	1	"decade"
-.07854	-.48246	-1.7379	.41667	-1.37639	.14143	.76096	-.40581	-.21712	1.2247	0	1	"year"
-.95197	-.48246	-2.43591	1.98437	-1.37639	.29338	-1.92595	-1.64101	-.21712	.07987	0	0	"never"
-.95197	-.48246	-.61113	-1.05308	1.11406	.88309	-1.34289	-1.38502	-.71126	1.2247	0	1	"year"
1.09449	.48246	-.05921	.62967	.80523	.44585	-.30172	-.78155	1.29221	1.92173	0	1	"decade"
-.95197	-.48246	-1.22751	-.92104	.47617	.44585	.59042	-.00665	.19268	.40148	0	1	"year"
-.95197	-.48246	-.05921	.52135	-.57545	.88309	-.01729	.25953	.88113	.7654	0	1	"never"
-.95197	-.48246	-.61113	.73545	-1.6334	.88309	-1.21213	-1.64101	-1.37983	-.52593	0	1	"never"
-.95197	-.48246	-.05921	-1.1943	-.43999	.44585	.59042	.12331	-1.37983	-.21575	0	1	"never"
